name,hard_coded_name,normed_name,oid,name_1,oid_1,name_2,oid_2,name_3,oid_3,name_4,oid_4,name_5,oid_5,name_6,oid_6,name_7,oid_7,name_8,oid_8,name_9,oid_9,name_10,oid_10,name_11,oid_11,name_12,oid_12,name_13,oid_13,name_14,oid_14,name_15,oid_15,name_16,oid_16,name_17,oid_17,name_18,oid_18,name_19,oid_19,name_20,oid_20,name_21,oid_21,name_22,oid_22,name_23,oid_23,name_24,oid_24,name_25,oid_25,name_26,oid_26,name_27,oid_27
Agua Caliente Band Of Cahuilla Indians,,agua caliente band of cahuilla indians,1677,Agua Caliente Band Of Cahuilla Indians,107663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agua Dulce Vineyards LLC,,agua dulce vineyards,472,Agua Dulce Vineyards LLC,114147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agusta Aerospace Corporation,,agusta aerospace corporation,3770,Agusta Aerospace Corporation,111905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agustawestland Philadelphia Corporation,,agustawestland philadelphia corporation,17828,Agustawestland Philadelphia Corporation,109643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ahmanson Land Company,,ahmanson land company,305,Ahmanson Land Company,114221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aids Healthcare Foundation,,aids healthcare foundation,227,Aids Healthcare Foundation,107321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aids Project Los Angeles,,aids project los angeles,337,Aids Project Los Angeles,108494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Conditioning Sheet Metal Association,,air conditioning sheet metal association,2665,Air Conditioning Sheet Metal Association,110012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Liquide Usa LLC,,air liquide usa,3848,Air Liquide Usa LLC,110162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Methods Corporation,,air methods corporation,17776,Air Methods Corporation,109215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Transport Association Of America,,air transport association of america,315,Air Transport Association Of America,111602,"Air Transport Association Of America, Inc.",122019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Air Transport Association, Inc.",,air transport association,120603,Air Transport Association,122584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Airbnb, Inc.",,airbnb,5535,Airbnb Inc,109119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Airbus Helicopters, Inc.",,airbus helicopters,18873,Airbus Helicopters Inc,109551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aircraft Owners and Pilots Association,,aircraft owners and pilots association,7440,Aircraft Owners And Pilots Association,107930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airlines for America,,airlines for america,5671,Airlines For America,109189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Airship Ventures, Inc.",,airship ventures,3039,Airship Ventures Inc,112394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airsoft Safety Foundation,,airsoft safety foundation,4012,Airsoft Safety Foundation,110592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akt Development Corporation,,akt development corporation,195,Akt Development Corporation,113942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alameda Alliance For Health,,alameda alliance for health,3193,Alameda Alliance For Health,111254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alameda Community Learning Center,,alameda community learning center,2858,Alameda Community Learning Center,112376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alameda Corridor Transportation Authority,,alameda corridor transportation authority,109,Alameda Corridor Transportation Authority,114284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alameda County Employees' Retirement Association,,alameda county employees retirement association,3596,Alameda County Employees Retirement Association,112093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alameda County Fair,,alameda county fair,1316,Alameda County Fair,111720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alameda County Medical Center,,alameda county medical center,4724,Alameda County Medical Center,110711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alameda County Office Of Education,,alameda county office of education,2168,Alameda County Office Of Education,109245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alameda County Transportation Commission,,alameda county transportation commission,4253,Alameda County Transportation Commission,109393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alameda County Waste Management Authority,,alameda county waste management authority,2813,Alameda County Waste Management Authority,110341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alameda County Water District,,alameda county water district,3130,Alameda County Water District,109430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alameda, County Of",,city of alameda,4254,"Alameda, City Of",4284,"Alameda, City Of",25315.0,City of Alameda,38797.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alamo Drafthouse Cinemas, LLC",,alamo drafthouse cinemas,118550,Alamo Drafthouse Cinemas,123508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alara, Inc.",,alara,316,Alara Inc,114214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alaska Airlines,,alaska airlines,1392,Alaska Airlines,109911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albany Law School,,albany law school,28268,Albany Law School.,119886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albemarle Corporation,,albemarle corporation,3594,Albemarle Corporation,112095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albert Ramirez Bail Bonds,,albert ramirez bail bonds,2346,Albert Ramirez Bail Bonds,113436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albertson'S Incorporated,,albertsons incorporated,2431,AlbertsonS Incorporated,113365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcatel-Lucent Usa Inc.,,alcatel-lucent usa,3536,"Alcatel-lucent Usa, Inc.",116091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcoa,,alcoa,69912,"Alcoa, Inc.",115326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alcohol Monitoring Systems,,alcohol monitoring systems,30068,Alcohol Monitoring Systems,108755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alexandria Real Estate Equities, Inc.",,alexandria real estate equities,3143,Alexandria Real Estate Equities Inc,112724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexico Group LLC,,alexico group,121904,"Alexico Group, LLC",122390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Algert Global LLC,,algert global,5198,Algert Global LLC,108219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alhambra School District,,alhambra school district,588,Alhambra School District,113266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alinda Capital Partners, LP",,alinda capital partners,4067,Alinda Capital Partners LP,107815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alisal Union Elementary School District,,alisal union elementary school district,3542,Alisal Union Elementary School District,111089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alisha Nelson,,alisha nelson,4829,Alisha Nelson,110636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aliso Viejo,,aliso viejo,2232,Aliso Viejo,113342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alkermes, Inc.",,alkermes,4633,Alkermes Inc,110156,Alkermes Inc.,103967.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"All Shows, LLC",,all shows,116945,All Shows LLC,117359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"All Stars Project, Inc., The",,all stars project,114651,"All Stars Project, Inc.",120907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"All Valley Engineering Corporation, Inc.",,all valley engineering corporation,4196,All Valley Engineering Corporation Inc,111413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allan Company,,allan company,3198,Allan Company,111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Allen Group, The",,allen group,34,Allen Group The,112579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Allergan USA, Inc.",,allergan usa,31267,Allergan Usa,114418,"Allergan Usa, INC",117966.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Allergan, Inc.",,allergan,1364,Allergan Inc,109195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allgaeu Tech,,allgaeu tech,4881,Allgaeu Tech,109567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alliance,,alliance,10515,The Alliance,28427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alliance For Affordable Services,,alliance for affordable services,3175,Alliance For Affordable Services,107679,Alliance For Affordable Services,107842.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alliance for Children's Rights,,alliance for childrens rights,7133,The Alliance for Children's Rights,100748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alliance For Donation, Inc.",,alliance for donation,115254,Alliance For Donation,118999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alliance For Retail Energy Markets,,alliance for retail energy markets,2550,Alliance For Retail Energy Markets,109334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alliance for Toxic Free Fire Safety,,alliance for toxic free fire safety,100777,The Alliance for Toxic Free Fire Safety,101581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alliance Of Automobile Manufacturers Inc.,,alliance of automobile manufacturers,68,Alliance Of Automobile Manufacturers,107411,Alliance Of Automobile Manufacturers,114030.0,"Alliance Of Automobile Manufacturers, Inc.",119256.0,Alliance Of Automobile Manufacturers Inc,107452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alliance Of California Tribes,,alliance of california tribes,197,Alliance Of California Tribes,114157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alliance Of Californians For Community Empowerment,,alliance of californians for community empowerment,3661,Alliance Of Californians For Community Empowerment,107732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alliance Of Catholic Health Care Inc.,,alliance of catholic health care,104,Alliance Of Catholic Health Care,107535,Alliance Of Catholic Health Care Inc,110426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alliance Of Insurance Agents And Brokers,,alliance of insurance agents and brokers,14172,The Alliance Of Insurance Agents And Brokers,107706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alliance Of Long Island Agencies, Inc.",,alliance of long island agencies,116305,Alliance Of Long Island Agencies,119245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alliance Of Resident Theatres new York,,alliance of resident theatres new york,116713,"Alliance Of Resident Theatres new York, Inc.",121196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alliance Of The Methyl Bromide Industry,,alliance of the methyl bromide industry,3342,Alliance Of The Methyl Bromide Industry,112368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alliance Of Western Milk Producers Inc.,,alliance of western milk producers,705,Alliance Of Western Milk ProducerS  Inc,112386,Alliance Of Western Milk Producers Inc,113405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alliance To Stop Slavery And End Trafficking,,alliance to stop slavery and end trafficking,3762,Alliance To Stop Slavery And End Trafficking,111980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alliancebernstein Lp.,,alliancebernstein,4534,Alliancebernstein Lp,107978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allianz Global Investors U.S. LLC,,allianz global investors us,5137,Allianz Global Investors US LLC,108191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Allied Professional Nursing Care, Inc.",,allied professional nursing care,3513,Allied Professional Nursing Care Inc,112138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Allied Waste, Inc.",,allied waste,1311,Allied Waste Inc,107544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allscripts,,allscripts,952,Allscripts,113985,Allscripts Inc,112348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allstate Insurance Company,,allstate insurance company,2175,Allstate Insurance Company,107696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alm Media, LLC",,alm media,115524,Alm Media,118920,Alm Media Inc.,118170.0,Alm Media LLC,117318.0,"Alm Media, Inc.",121495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almond Hullers And Processors Association,,almond hullers and processors association,5022,Almond Hullers and Processors   Association,106828,Almond Hullers And Processors Association,110043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alon Usa Energy, Inc.",,alon usa energy,4868,Alon Usa Energy Inc,109006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpengroup,,alpengroup,3170,Alpengroup,112187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alpha Construction Co., Inc.",,alpha construction,96312,Alpha Construction,98263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpha Epsilon Pi Fraternity,,alpha epsilon pi fraternity,98952,"Alpha Epsilon Pi Fraternity, Inc.",103425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpha Fund The,,alpha fund,1789,Alpha Fund The,107569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alphadyne Asset Management LLC,,alphadyne asset management,5063,Alphadyne Asset Management LLC,108143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALS Association Golden West Chapter,,als association golden west chapter,5768,Als Association  Golden West Chapter,109158,ALS  Association Golden West Chapter,94874.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alsip Acquisition LLC Dba Futuremark Paper Group,,alsip acquisition llc dba futuremark paper group,4978,Alsip Acquisition LLC Dba Futuremark Paper Group,110531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alta Healthcare System, Inc.",,alta healthcare system,2896,Alta Healthcare System Inc,112899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alta Hospitals System, LLC",,alta hospitals system,15668,Alta Hospitals System LLC,112364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altamed Health Services Corporation,,altamed health services corporation,2568,Altamed Health Services Corporation,109668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altamont Winds Inc.,,altamont winds,2215,Altamont Winds Inc,113501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altergy Systems,,altergy systems,3458,Altergy Systems,107832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alticor, Inc.",,alticor,18824,Alticor Inc,109662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altria Client Services Inc.,,altria client services,34812,"Altria Client Services, Inc.",119312,Altria Client Services LLC,114679.0,Altria Client Services,116156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altus Capital Partners,,altus capital partners,3921,Altus Capital Partners,111642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alvin Ailey Dance Foundation, Inc.",,alvin ailey dance foundation,114777,"Alvin Ailey Dance Foundation, INC",120816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Always Dream Foundation,,always dream foundation,3411,Always Dream Foundation,112250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alyeska Investment Group, LP",,alyeska investment group,5095,Alyeska Investment Group LP,108164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alzheimer'S Foundation Of America,,alzheimers foundation of america,2397,AlzheimerS Foundation Of America,111870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amador County Transportation Commission,,amador county transportation commission,4678,Amador County Transportation Commission,109347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amador Regional Sanitation Authority,,amador regional sanitation authority,545,Amador Regional Sanitation Authority,109584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amador Water Agency,,amador water agency,2400,Amador Water Agency,110386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amalgamated Bank,,amalgamated bank,19287,Amalgamated Bank,108263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amalgamated Transit Union,,amalgamated transit union,11108,Amalgamated Transit Union,107373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amaya Inc.,,amaya,96125,Amaya,115290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon.Com Inc.,,amazoncom,600,Amazon.com,116828,AmazonCom,110334.0,AmazonCom,111064.0,AmazonCom,111852.0,AmazonCom Inc,113178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amber Capital LP,,amber capital,4380,Amber Capital LP,107899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ambrose Parks And Recreation District,,ambrose parks and recreation district,3872,Ambrose Parks And Recreation District,111694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amcal Multi-Housing,,amcal multi-housing,34733,"AMCAL Multi-Housing, Inc.",105266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ameresco,,ameresco,2309,Ameresco,110554,Ameresco,111661.0,"Ameresco, Inc.",116238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
America'S Health Insurance Plans,,americas health insurance plans,3291,"America's Health Insurance Plans, Inc.",116991,AmericaS Health Insurance Plans,111697.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"America's Natural Gas Alliance, Inc.",,americas natural gas alliance,115608,America's Natural Gas Alliance,115847,America's Natural Gas Alliance Inc.,115681.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Academy of Pediatrics,,american academy of pediatrics,5311,The American Academy of Pediatrics,106476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Academy of Pediatrics California,,american academy of pediatrics california,96193,American Academy Of Pediatrics California,108447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Academy Of Pediatrics California District IX,,american academy of pediatrics california district ix,835,American Academy Of Pediatrics California District Ix,113241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"American Academy Of Pediatrics, California",,"american academy of pediatrics, california",18438,"The American Academy of Pediatrics, California",104180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"American Addiction Centers, Inc.",,american addiction centers,19223,American Addiction Centers,122991,American Addiction Centers Inc,108926.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Agents Alliance,,american agents alliance,604,American Agents Alliance,113953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Airlines,,american airlines,687,"American Airlines, Inc.",116531,American Airlines,110330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Airports Corporation,,american airports corporation,2906,American Airports Corporation,112889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Association For Homecare,,american association for homecare,1490,American Association For Homecare,113778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Association For Marriage And Family Therapy,,american association for marriage and family therapy,15475,American Association For Marriage And Family Therapy,112164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Association Of Independent Claims Professionals,,american association of independent claims professionals,2807,American Association Of Independent Claims Professionals,112753,American Association Of Independent Claims Professionals,112833.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Association Of Marriage And Family Therapists,,american association of marriage and family therapists,2770,American Association Of Marriage And Family Therapists,112983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Association Of Public Insurance Adjusters,,american association of public insurance adjusters,2924,American Association Of Public Insurance Adjusters,112872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Association Of Tissue Banks,,american association of tissue banks,3395,American Association Of Tissue Banks,109771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Association of University Women California,,american association of university women california,97164,American Association Of University Women  California,109988,American Association Of University Women California,109024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Bail Coalition,,american bail coalition,2279,American Bail Coalition,111202,American Bail Coalition,112449.0,American Bail Coalition,112935.0,American Bail Coalition,114488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Bankers Insurance Company Of Florida,,american bankers insurance company of florida,1239,American Bankers Insurance Company Of Florida,113877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Bankers Insurance Company Of Florida And It'S Affiliates,,american bankers insurance company of florida and its affiliates,14543,American Bankers Insurance Company Of Florida And Its Affiliates,109710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Beverage Association,,american beverage association,4055,American Beverage Association,110136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Board Of Cosmetic Surgery,,american board of cosmetic surgery,4749,American Board Of Cosmetic Surgery,110354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Cancer Society,,american cancer society,29549,"American Cancer Society, Inc.",116662,American Cancer Society Inc.,121630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Cancer Society California Division Inc.,,american cancer society california division,27,American Cancer Society California Division Inc,107395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Cancer Society Cancer Action Network Inc.,,american cancer society cancer action network,4397,American Cancer Society Cancer Action Network Inc,107910,"American Cancer Society Cancer Action Network, Inc.",115564.0,American Cancer Society Cancer Action Network,118927.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"American Cancer Society, California Division, Inc.",,"american cancer society, california division",27796,"American Cancer Society, California Division",106047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"American Cancer Society, Eastern Division, Inc.",,"american cancer society, eastern division",119006,"American Cancer Society, Eastern Division Inc.",119861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Career College,,american career college,2159,American Career College,111251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
